Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Ssangyong,2022,Rexton,Sutherland Isuzu Ute,2022 Ssangyong Rexton Ultimate (awd),DEMO,Automatic,2.2,AWD,Diesel,8.7,5595,White / Black,"Caringbah, NSW",4.0,SUV,4.0,7.0,51990.0
MG,2022,MG3,Hatchback,2022 MG MG3 Auto Excite (with Navigation),USED,Automatic,1.5,Front,Premium,6.7,16,Black / Black,"Brookvale, NSW",4.0,Hatchback,5.0,5.0,19990.0
BMW,2022,430I,Coupe,2022 BMW 430I M Sport,USED,Automatic,2.0,Rear,Premium,6.6,8472,Grey / White,"Sylvania, NSW",4.0,Coupe,2.0,4.0,108988.0
Mercedes-Benz,2011,E500,Coupe,2011 Mercedes-Benz E500 Elegance,USED,Automatic,5.5,Rear,Premium,11.0,136517,White / Brown,"Mount Druitt, NSW",8.0,Coupe,2.0,4.0,32990.0
Renault,2022,Arkana,SUV,2022 Renault Arkana Intens,USED,Automatic,1.3,Front,Unleaded,6.0,1035,Grey / Black,"Castle Hill, NSW",4.0,SUV,4.0,5.0,34990.0
Toyota,2004,Estima,ON FOUR WHEELS,2004 Toyota Estima T EDITION,USED,Automatic,2.4,Other,Unleaded,9.5,160230,Grey / -,"Saint Marys, NSW",6.0,Commercial,4.0,7.0,9990.0
Land,2017,Rover,SUV,2017 Land Rover Range Rover Evoque TD4 180 HSE Dynamic,USED,Automatic,2.0,AWD,Diesel,5.1,67662,White / Black,"Blacktown, NSW",4.0,SUV,2.0,4.0,62280.0
Nissan,2000,Pulsar,Hatchback,2000 Nissan Pulsar LX,USED,Automatic,1.6,Front,Unleaded,8.0,300539,Red / Grey,"Wentworthville, NSW",4.0,Hatchback,5.0,5.0,2995.0
Toyota,2013,86,Coupe,2013 Toyota 86 GT,USED,Automatic,2.0,Rear,Premium,7.1,82012,Black / -,"Mcgraths Hill, NSW",4.0,Coupe,2.0,4.0,24888.0
Honda,2014,Jazz,Hatchback,2014 Honda Jazz Hybrid,USED,Automatic,1.3,Front,Hybrid,4.5,38229,Blue / -,"Lidcombe, NSW",4.0,Hatchback,5.0,5.0,17900.0
Toyota,2009,HiAce,Carbarn,2009 Toyota HiAce (No Badge),USED,Automatic,2.0,Other,Unleaded,8.9,148190,White / -,"Lidcombe, NSW",6.0,Commercial,4.0,6.0,42500.0
Toyota,2018,HiAce,Commercial,2018 Toyota HiAce LWB,USED,Automatic,2.7,Rear,Unleaded,9.8,16324,White / Grey,"Lidcombe, NSW",4.0,Commercial,4.0,2.0,41999.0
Honda,2015,City,USED Dealer ad,2015 Honda City GM VTi-L Sedan 4dr CVT 7sp 1.5i MY16,USED,Automatic,1.5,Other,Unleaded,7.0,181745,Black / -,"Rouse Hill, NSW",4.0,Missing,4.0,5.0,11999.0
Toyota,2017,HiAce,USED Dealer ad,2017 Toyota HiAce,USED,Automatic,2.7,Other,Missing,7.8,136296,Silver / Grey,"Lidcombe, NSW",4.0,Missing,4.0,3.0,38999.0
Toyota,2016,HiAce,Commercial,2016 Toyota HiAce LWB,USED,Automatic,3.0,Rear,Diesel,8.0,229829,White / Grey,"Lidcombe, NSW",4.0,Commercial,4.0,2.0,27995.0
Volkswagen,2012,Golf,Hatchback,2012 Volkswagen Golf 90 TSI Trendline,USED,Automatic,1.4,Front,Premium,6.2,55676,White / Black,"Five Dock, NSW",4.0,Hatchback,5.0,5.0,14999.0
BMW,2014,X3,SUV,2014 BMW X3 Xdrive 20D,USED,Automatic,2.0,4WD,Diesel,5.6,82624,Black / Black,"Haberfield, NSW",4.0,SUV,4.0,5.0,24985.0
Mitsubishi,2013,Outlander,Exclusive Autohaus,2013 Mitsubishi Outlander ES,USED,Manual,2.4,Other,Missing,8.7,120020,Blue / Grey,"Blacktown, NSW",4.0,Wagon,4.0,7.0,13999.0
BMW,2011,118D,Hatchback,2011 BMW 118D,USED,Automatic,2.0,Rear,Diesel,5.4,95204,Silver / -,"Five Dock, NSW",4.0,Hatchback,5.0,5.0,13999.0
Ford,2014,Fiesta,Hatchback,2014 Ford Fiesta Sport,USED,Automatic,1.0,Front,Unleaded,5.4,76289,White / Black,"Cabramatta, NSW",3.0,Hatchback,5.0,5.0,12400.0
Mitsubishi,2012,Outlander,SUV,2012 Mitsubishi Outlander LS (4X4),USED,Automatic,2.4,AWD,Unleaded,7.5,219681,Black / Black,"Blacktown, NSW",4.0,SUV,4.0,7.0,13999.0
Ford,2013,Fiesta,Hatchback,2013 Ford Fiesta Zetec,USED,Automatic,1.6,Front,Unleaded,6.1,98079,Blue / Black,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,11999.0
Volkswagen,2023,Amarok,Alto Volkswagen New Cars,2023 Volkswagen Amarok Style TDI600 4Motion,NEW,Automatic,3.0,AWD,Diesel,8.4,15,White / Black,"Blacktown, NSW",6.0,Ute / Tray,4.0,5.0,83887.0
Honda,2018,Jazz,Hatchback,2018 Honda Jazz VTI,USED,Automatic,1.5,Front,Unleaded,5.8,43274,Silver / Black,"Castle Hill, NSW",4.0,Hatchback,5.0,5.0,19900.0
Subaru,2012,Outback,SUV,2012 Subaru Outback 2.5I,USED,Automatic,2.5,AWD,Premium,8.4,105672,Black / -,"Glebe, NSW",4.0,SUV,4.0,5.0,17990.0
Mitsubishi,2018,Mirage,Hatchback,2018 Mitsubishi Mirage ES,USED,Automatic,1.2,Front,Unleaded,4.7,36836,Black / -,"Camden, NSW",3.0,Hatchback,5.0,5.0,14995.0
Toyota,2005,Camry,Sedan,2005 Toyota Camry Altise,USED,Automatic,2.4,Front,Unleaded,9.8,115821,Silver / Grey,"Lansvale, NSW",4.0,Sedan,4.0,5.0,8499.0
BMW,2013,3,USED Dealer ad,2013 BMW 3 Series 28i,USED,Automatic,2.0,Other,Unleaded,8.9,143119,Black / -,"Rouse Hill, NSW",6.0,Missing,5.0,5.0,21999.0
Hyundai,2011,I45,Sedan,2011 Hyundai I45 Active,USED,Automatic,2.4,Front,Unleaded,7.9,189711,Silver / Black,"Croydon, NSW",4.0,Sedan,4.0,5.0,12990.0
Ford,2015,Territory,SUV,2015 Ford Territory TS (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,173786,Blue / Black,"Blacktown, NSW",6.0,SUV,4.0,7.0,16999.0
Nissan,2018,Qashqai,SUV,2018 Nissan Qashqai ST,USED,Automatic,2.0,Front,Unleaded,6.9,114301,Blue / -,"Pendle Hill, NSW",4.0,SUV,4.0,5.0,21950.0
Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf GTI,USED,Manual,2.0,Front,Premium,6.6,69197,Black / Black,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,24880.0
Volkswagen,2023,T-Cross,NEW In stock,2023 Volkswagen T-Cross 85TSI DSG FWD Life,NEW,Automatic,2.0,Front,Premium,8.9,15,White / Black,"Blacktown, NSW",4.0,Wagon,4.0,6.0,35887.0
Hyundai,2015,Tucson,SUV,2015 Hyundai Tucson Active (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,94377,Grey / -,"Mcgraths Hill, NSW",4.0,SUV,4.0,5.0,23888.0
Ford,2016,Focus,Hatchback,2016 Ford Focus Trend,USED,Automatic,1.5,Front,Unleaded,6.2,94965,White / Black,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,16999.0
Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,2.5,Front,Unleaded,8.1,99294,Grey / -,"Blacktown, NSW",4.0,SUV,4.0,7.0,24490.0
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla ZR Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,13694,Black / -,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,44878.0
Toyota,2007,Yaris,Sedan,2007 Toyota Yaris YRS,USED,Automatic,1.5,Front,Unleaded,6.7,264691,Silver / -,"Lansvale, NSW",4.0,Sedan,4.0,5.0,7949.0
Jeep,2012,Grand,Mr Car,2012 Jeep Grand Cherokee WK Laredo Wagon 4dr Spts Auto 5sp 4x4 3.6i,USED,Automatic,3.6,Other,Unleaded,,224839,Red / -,"Rouse Hill, NSW",,Wagon,,,13999.0
Toyota,2010,Corolla,Hatchback,2010 Toyota Corolla Conquest,USED,Manual,1.8,Front,Unleaded,7.7,238270,Grey / -,"Smithfield, NSW",4.0,Hatchback,5.0,5.0,8800.0
Toyota,2009,HiAce,Nippon Motors,2009 Toyota HiAce (No Badge),USED,Automatic,2.0,Rear,Unleaded,8.9,76259,White / Black,"Ingleburn, NSW",4.0,Commercial,6.0,,32900.0
Jeep,2015,Patriot,SUV,2015 Jeep Patriot Limited (4X4),USED,Automatic,2.4,4WD,Unleaded,9.1,140964,Black / -,"Seven Hills, NSW",4.0,SUV,4.0,5.0,13990.0
Toyota,2003,HiAce,Commercial,2003 Toyota HiAce,USED,Automatic,2.4,Rear,Unleaded,0.0,266848,White / Grey,"Five Dock, NSW",4.0,Commercial,4.0,3.0,9999.0
Volvo,2013,S60,Sedan,2013 Volvo S60 T4 Teknik,USED,Automatic,1.6,Front,Premium,7.4,141000,Blue / -,"Blacktown, NSW",4.0,Sedan,4.0,5.0,14999.0
Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,2.4,4WD,Diesel,7.6,240402,White / -,"Haberfield, NSW",4.0,Ute / Tray,4.0,5.0,22750.0
Mercedes-Benz,2010,E250,Coupe,2010 Mercedes-Benz E250 CGI Elegance,USED,Automatic,1.8,Rear,Premium,7.9,101126,Black / Tobacco,"Glebe, NSW",4.0,Coupe,2.0,4.0,21950.0
Mercedes-Benz,2013,A250,Hatchback,2013 Mercedes-Benz A250 Sport,USED,Automatic,2.0,Front,Premium,6.6,117254,White / -,"Five Dock, NSW",4.0,Hatchback,5.0,5.0,19999.0
Toyota,2012,86,Coupe,2012 Toyota 86 GT,USED,Manual,2.0,Rear,Premium,7.8,178747,Silver / Black,"Granville, NSW",4.0,Coupe,2.0,4.0,19900.0
Mazda,2022,CX-5,SUV,2022 Mazda CX-5 Maxx Sport (awd),USED,Automatic,2.5,AWD,Unleaded,7.5,10579,Black / Black,"Five Dock, NSW",4.0,SUV,4.0,5.0,37990.0
Toyota,2010,Corolla,Hatchback,2010 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.7,167101,Red / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,12990.0
Ford,2013,Falcon,Sedan,2013 Ford Falcon XR6,USED,Automatic,4.0,Rear,Unleaded,9.9,163161,Blue / Black,"Blacktown, NSW",6.0,Sedan,4.0,5.0,16999.0
Abarth,2021,595,Hatchback,2021 Abarth 595 Competizione,USED,Manual,1.4,Front,Premium,6.0,13200,Black / Black,"Ryde, NSW",4.0,Hatchback,3.0,4.0,36990.0
Honda,2014,CR-V,SUV,2014 Honda CR-V VTI-L (4X4),USED,Automatic,2.4,4WD,Unleaded,8.7,103211,White / Black Cloth,"Blacktown, NSW",4.0,SUV,4.0,5.0,23880.0
Toyota,2007,Corolla,Sedan,2007 Toyota Corolla Ultima,USED,Automatic,1.8,Front,Unleaded,7.4,177751,Silver / -,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,10990.0
Toyota,2016,HiAce,People Mover,2016 Toyota HiAce Commuter,USED,Automatic,2.7,Rear,Unleaded,10.9,119614,Silver / Black,"Ingleburn, NSW",4.0,People Mover,3.0,14.0,44900.0
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,125546,Black / Black Cloth,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,15880.0
Mazda,2013,6,Sedan,2013 Mazda 6 Touring,USED,Automatic,2.5,Front,Unleaded,6.6,163000,Grey / Black,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,16995.0
Toyota,2008,Kluger,SUV,2008 Toyota Kluger KX-S (fwd),USED,Automatic,3.5,Front,Unleaded,11.0,132864,Blue / Black,"Blacktown, NSW",6.0,SUV,4.0,7.0,19880.0
Hyundai,2018,Santa,SUV,2018 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,2.2,AWD,Diesel,7.8,71655,White / Black,"Homebush, NSW",4.0,SUV,4.0,7.0,43999.0
BMW,2012,X3,SUV,2012 BMW X3 Xdrive 20D,USED,Automatic,2.0,4WD,Diesel,5.6,109459,Black / -,"Blacktown, NSW",4.0,SUV,4.0,5.0,18888.0
Holden,2016,Cascada,Convertible,2016 Holden Cascada,USED,Automatic,1.6,Front,Premium,7.5,65361,Silver / Black Leather,"Minchinbury, NSW",4.0,Convertible,2.0,4.0,24995.0
Mercedes-Benz,2006,ML320,SUV,2006 Mercedes-Benz ML320 CDI Luxury (4X4),USED,Automatic,3.0,4WD,Diesel,9.6,212953,Silver / -,"Five Dock, NSW",6.0,SUV,4.0,5.0,9998.0
Mitsubishi,2009,Lancer,Sedan,2009 Mitsubishi Lancer ES,USED,Automatic,2.0,Front,Unleaded,8.2,163012,Red / -,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,9990.0
Audi,2014,A5,Coupe,2014 Audi A5 2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,6.7,82119,White / Black,"Blacktown, NSW",4.0,Coupe,2.0,4.0,27380.0
Kia,2018,RIO,Hatchback,2018 Kia RIO GT-Line,USED,Automatic,1.0,Front,Unleaded,5.4,42071,Red / Black,"Homebush, NSW",3.0,Hatchback,5.0,5.0,24999.0
Jeep,2015,Cherokee,SUV,2015 Jeep Cherokee Longitude (4X4),USED,Automatic,3.2,4WD,Unleaded,10.0,85958,Red / Black Cloth,"Elderslie, NSW",6.0,SUV,4.0,5.0,17999.0
Volkswagen,2011,Tiguan,SUV,2011 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,2.0,AWD,Premium,8.8,118642,Black / -,"Lidcombe, NSW",4.0,SUV,4.0,5.0,12990.0
Mitsubishi,2012,ASX,SUV,2012 Mitsubishi ASX (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,187265,Blue / -,"Campbelltown, NSW",4.0,SUV,4.0,5.0,13990.0
BMW,2016,220I,Convertible,2016 BMW 220I M-Sport,USED,Automatic,2.0,Rear,Premium,6.4,118120,Grey / Black,"Caringbah, NSW",4.0,Convertible,2.0,4.0,28990.0
Hyundai,2022,Tucson,SUV,2022 Hyundai Tucson (FWD),USED,Automatic,2.0,Front,Unleaded,8.1,19978,White / -,"Smithfield, NSW",4.0,SUV,4.0,5.0,36800.0
Mazda,2011,3,Sedan,2011 Mazda 3 NEO,USED,Automatic,2.0,Front,Unleaded,8.2,86804,Grey / Grey,"Lansvale, NSW",4.0,Sedan,4.0,5.0,13999.0
Volkswagen,2023,Tiguan,Alto Volkswagen New Cars,2023 Volkswagen Tiguan Allspace 132TSI Life,NEW,Automatic,2.0,AWD,Premium,8.9,15,Black / Storm Grey,"Blacktown, NSW",4.0,SUV,4.0,7.0,56887.0
Hyundai,2014,Imax,Wagon,2014 Hyundai Imax,USED,Automatic,2.5,Rear,Diesel,9.0,183550,White / Grey  Cloth,"Bankstown, NSW",4.0,Wagon,4.0,8.0,19888.0
Toyota,2014,Yaris,Hatchback,2014 Toyota Yaris YR,USED,Automatic,1.3,Front,Unleaded,6.3,191748,Green / Black,"Bankstown, NSW",4.0,Hatchback,5.0,5.0,8995.0
Toyota,2016,Kluger,SUV,2016 Toyota Kluger Grande (4X2),USED,Automatic,3.5,Front,Unleaded,10.4,139637,Grey / Black,"Five Dock, NSW",6.0,SUV,4.0,7.0,31900.0
Mitsubishi,2013,Lancer,Sedan,2013 Mitsubishi Lancer LX,USED,Automatic,2.0,Front,Unleaded,7.2,165306,Grey / Black,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,14995.0
Subaru,2016,XV,SUV,2016 Subaru XV 2.0I-L,USED,Automatic,2.0,AWD,Unleaded,7.1,104887,Grey / Black,"North Narrabeen, NSW",4.0,SUV,4.0,5.0,22990.0
Mini,2017,Cooper,Hatchback,2017 Mini Cooper S 5D Hatch,USED,Automatic,2.0,Front,Premium,5.5,72501,Yellow / -,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,31990.0
Peugeot,2015,308,Mr Car,2015 Peugeot 308 T9 Allure Touring 5dr Spts Auto 6sp 2.0DT,USED,Automatic,2.0,Other,Unleaded,8.9,167127,White / -,"Rouse Hill, NSW",4.0,Hatchback,5.0,5.0,12999.0
Holden,2010,Commodore,Ute / Tray,2010 Holden Commodore SS-V,USED,Manual,6.0,Rear,Unleaded,14.5,169220,Black / -,"Blacktown, NSW",8.0,Ute / Tray,2.0,2.0,25999.0
Hyundai,2015,I20,Hatchback,2015 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,5.9,111783,Silver / Grey,"Croydon, NSW",4.0,Hatchback,5.0,5.0,13990.0
Mazda,2018,BT-50,Ute / Tray,2018 Mazda BT-50 XTR (4X2),USED,Automatic,3.2,Rear,Diesel,9.3,97460,White / Grey,"Haberfield, NSW",5.0,Ute / Tray,4.0,5.0,30990.0
Mazda,2009,3,Sedan,2009 Mazda 3 Maxx,USED,Automatic,2.0,Front,Unleaded,8.2,178389,Black / -,"Chester Hill, NSW",4.0,Sedan,4.0,5.0,8499.0
Hyundai,2011,I20,Hatchback,2011 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,6.4,188262,Blue / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,10995.0
Honda,2015,Vezel,Top Auto Group,2015 Honda Vezel Hybrid Z,USED,Automatic,2.0,Other,Unleaded,8.9,71059,Grey / -,"Blacktown, NSW",4.0,Wagon,5.0,8.0,24888.0
Mazda,2010,CX-7,SUV,2010 Mazda CX-7 Luxury Sports (4X4),USED,Automatic,2.3,AWD,Unleaded,11.5,152831,Black / Leather,"Liverpool, NSW",4.0,SUV,4.0,5.0,11669.0
Jeep,2017,Renegade,SUV,2017 Jeep Renegade Limited,USED,Automatic,1.4,Front,Premium,5.9,69218,Grey / Black,"Glebe, NSW",4.0,SUV,4.0,5.0,24950.0
Mazda,2013,6,Sedan,2013 Mazda 6 Sport,USED,Automatic,2.5,Front,Unleaded,6.6,124093,White / -,"West Ryde, NSW",4.0,Sedan,4.0,5.0,16990.0
Nissan,2009,Elgrand,Sydney City Traders,2009 Nissan Elgrand Highway Star,USED,Automatic,3.5,Rear,Unleaded,11.1,103090,White / Brown,"Five Dock, NSW",6.0,Wagon,5.0,8.0,19995.0
Kia,2013,Grand,Wagon,2013 Kia Grand Carnival SLI,USED,Automatic,3.5,Front,Unleaded,10.9,98672,White / -,"Minchinbury, NSW",6.0,Wagon,4.0,8.0,13995.0
Mitsubishi,2015,Lancer,Sedan,2015 Mitsubishi Lancer ES Sport,USED,Automatic,2.0,Front,Unleaded,7.2,61481,Grey / Black,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,17995.0
Subaru,2018,Impreza,Hatchback,2018 Subaru Impreza 2.0I (awd),USED,Automatic,2.0,AWD,Unleaded,6.6,61177,Grey / -,"Seven Hills, NSW",4.0,Hatchback,5.0,5.0,22990.0
Mazda,2014,3,Hatchback,2014 Mazda 3 NEO,USED,Automatic,2.0,Front,Unleaded,8.2,132648,Red / Black  Cloth,"Granville, NSW",4.0,Hatchback,5.0,5.0,16999.0
BMW,2021,X4,SUV,2021 BMW X4 Xdrive20I M Sport,USED,Automatic,2.0,AWD,Unleaded,7.3,31367,Grey / -,"Sylvania, NSW",4.0,SUV,5.0,5.0,79988.0
Mazda,2010,CX-7,SUV,2010 Mazda CX-7 Luxury Sports (4X4),USED,Automatic,2.3,AWD,Unleaded,11.5,174818,Red / -,"Kirrawee, NSW",4.0,SUV,4.0,5.0,12800.0
Audi,2015,A5,Coupe,2015 Audi A5 2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,6.7,115334,Grey / Black,"Blacktown, NSW",4.0,Coupe,2.0,4.0,26880.0
BMW,2014,118I,Hatchback,2014 BMW 118I,USED,Automatic,1.6,Rear,Premium,5.8,57000,White / Black,"Cabramatta, NSW",4.0,Hatchback,5.0,5.0,16990.0
Mercedes-Benz,2012,C-CLASS,USED Dealer ad,2012 Mercedes-Benz C-CLASS W204 BlueEFFICIENCY Avantgarde Sedan 4dr 7G-TRONIC 7sp 1.8T,USED,Automatic,,Other,Unleaded,,162775,Black / -,"Rouse Hill, NSW",,Missing,,,16999.0
Toyota,2013,HiAce,Nippon Motors,2013 Toyota HiAce DX,USED,Automatic,2.5,Other,Diesel,7.0,191173,Silver / Black,"Ingleburn, NSW",4.0,Commercial,3.0,12.0,30900.0
Subaru,2007,Impreza,USED Dealer ad,2007 Subaru Impreza WRX STI,USED,Manual,2.5,Other,Unleaded,10.4,146077,Black / Grey/Black,"Smeaton Grange, NSW",4.0,Missing,4.0,5.0,34888.0
Audi,2014,Q7,SUV,2014 Audi Q7 4.2 TDI Quattro,USED,Automatic,4.1,AWD,Diesel,9.2,199941,Black / -,"Five Dock, NSW",8.0,SUV,4.0,7.0,28999.0
Suzuki,2015,Celerio,Hatchback,2015 Suzuki Celerio,USED,Automatic,1.0,Front,Unleaded,4.8,23316,Blue / -,"Blacktown, NSW",3.0,Hatchback,5.0,4.0,13880.0
Subaru,2016,Liberty,Sedan,2016 Subaru Liberty 3.6R,USED,Automatic,3.6,AWD,Premium,9.9,226127,White / -,"Minto, NSW",6.0,Sedan,4.0,5.0,17950.0
Toyota,2019,C-HR,SUV,2019 Toyota C-HR (2WD),USED,Manual,1.2,Front,Premium,5.4,58185,Yellow / -,"Blacktown, NSW",4.0,SUV,4.0,5.0,33888.0
Subaru,2021,Forester,SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,2.5,AWD,Unleaded,7.4,16136,Silver / -,"Windsor, NSW",4.0,SUV,4.0,5.0,39990.0
Mazda,2015,CX-3,SUV,2015 Mazda CX-3 S Touring (awd),USED,Automatic,2.0,AWD,Unleaded,6.7,31531,White / -,"Penrith, NSW",4.0,SUV,4.0,5.0,23950.0
Jeep,2018,Grand,SUV,2018 Jeep Grand Cherokee Limited (4X4),USED,Automatic,3.0,4WD,Diesel,7.5,76472,White / Black,"Glebe, NSW",6.0,SUV,4.0,5.0,41950.0
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,62719,Silver / Black,"Homebush, NSW",4.0,Hatchback,4.0,5.0,21999.0
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST (2WD),USED,Automatic,2.5,Front,Unleaded,7.9,52035,Grey / -,"Windsor, NSW",4.0,SUV,4.0,5.0,27990.0
Honda,2010,City,Sedan,2010 Honda City VTI,USED,Automatic,1.5,Front,Unleaded,6.6,146445,Black / -,"Kogarah, NSW",4.0,Sedan,4.0,5.0,8950.0
Honda,2020,CR-V,SUV,2020 Honda CR-V VTI-L7 (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,35214,Grey / Black,"Blacktown, NSW",4.0,SUV,4.0,7.0,37880.0
Holden,2014,Cruze,Hatchback,2014 Holden Cruze SRI,USED,Manual,1.6,Front,Unleaded,7.4,163000,Red / -,"South Windsor, NSW",4.0,Hatchback,5.0,5.0,7950.0
Jeep,2013,Grand,SUV,2013 Jeep Grand Cherokee Laredo (4X2),USED,Automatic,3.6,Rear,Premium,10.1,69001,Grey / Black,"Artarmon, NSW",6.0,SUV,4.0,5.0,24990.0
Toyota,2007,RAV4,SUV,2007 Toyota RAV4 Cruiser L (4X4),USED,Automatic,2.4,4WD,Unleaded,9.6,106718,Silver / Grey,"Lansvale, NSW",4.0,SUV,4.0,5.0,14999.0
Holden,2016,Commodore,Sedan,2016 Holden Commodore Evoke,USED,Automatic,3.0,Rear,Unleaded,8.3,59689,Red / Black,"Blacktown, NSW",6.0,Sedan,4.0,5.0,22999.0
Mercedes-Benz,2010,CLC200,Coupe,2010 Mercedes-Benz CLC200 Kompressor Evolution +,USED,Automatic,1.8,Rear,Premium,9.0,177834,Silver / -,"Five Dock, NSW",4.0,Coupe,2.0,4.0,7999.0
Dodge,2012,Journey,Mr Car,2012 Dodge Journey JC SXT Wagon 4dr Auto 6sp 3.6i 7 St SUV,USED,Automatic,3.6,Other,Unleaded,7.0,147589,White / -,"Rouse Hill, NSW",6.0,Wagon,4.0,7.0,10999.0
Mazda,2013,6,Sedan,2013 Mazda 6 Atenza,USED,Automatic,2.5,Front,Unleaded,6.6,105767,White / Black,"Homebush, NSW",4.0,Sedan,4.0,5.0,19999.0
Volkswagen,2018,Caddy,Commercial,2018 Volkswagen Caddy Maxi VAN TSI220,USED,Automatic,1.4,Front,Premium,6.0,87293,White / -,"Blacktown, NSW",4.0,Commercial,3.0,2.0,30999.0
Honda,2013,Civic,Sedan,2013 Honda Civic VTI-L,USED,Automatic,1.8,Front,Unleaded,6.7,154347,Silver / -,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,15990.0
Jeep,2021,Compass,SUV,2021 Jeep Compass Launch Edition,USED,Automatic,2.4,Front,Unleaded,7.9,20827,White / Black,"Ryde, NSW",4.0,SUV,4.0,5.0,32888.0
Toyota,2008,HiAce,Nippon Motors,2008 Toyota HiAce Commuter GL Grand Cabin,USED,Automatic,,Other,Unleaded,,112980,White / Black,"Ingleburn, NSW",,Commercial,,,31900.0
Mazda,2014,CX-9,Exclusive Autohaus,2014 Mazda CX-9 Classic,USED,Automatic,2.5,Other,Missing,10.2,97745,Blue / Grey,"Blacktown, NSW",6.0,Wagon,4.0,7.0,22999.0
Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Automatic,1.3,Front,Unleaded,6.5,147626,White / -,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,10995.0
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,3.0,4WD,Diesel,7.5,114424,Grey / Black,"Castle Hill, NSW",6.0,SUV,4.0,5.0,29990.0
Mazda,2009,3,Hatchback,2009 Mazda 3 SP25,USED,Manual,2.5,Front,Unleaded,8.6,153020,Red / -,"Liverpool, NSW",4.0,Hatchback,5.0,5.0,13950.0
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,98700,Blue / -,"Five Dock, NSW",5.0,Ute / Tray,4.0,5.0,36999.0
Holden,2011,Captiva,Automobile Gallery,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,2.2,Other,Diesel,0.3,183924,White / -,"Granville, NSW",4.0,Wagon,5.0,7.0,9990.0
Toyota,2013,86,Coupe,2013 Toyota 86 GTS,USED,Automatic,2.0,Rear,Premium,7.1,103706,Orange / Grey,"Croydon, NSW",4.0,Coupe,2.0,4.0,24990.0
Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,1.4,Front,Premium,5.2,126532,Gold / Black,"Cabramatta, NSW",4.0,Hatchback,5.0,5.0,13990.0
Mitsubishi,2013,Lancer,Hatchback,2013 Mitsubishi Lancer LX Sportback,USED,Automatic,2.0,Front,Unleaded,7.3,73421,Grey / Black,"Brookvale, NSW",4.0,Hatchback,5.0,5.0,16990.0
Toyota,2009,Camry,Sedan,2009 Toyota Camry Ateva,USED,Automatic,2.4,Front,Unleaded,9.9,155135,White / Black,"Minchinbury, NSW",4.0,Sedan,4.0,5.0,10995.0
Hyundai,2013,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,1.4,Front,Unleaded,6.4,123330,Grey / Black,"Brookvale, NSW",4.0,Hatchback,5.0,5.0,12990.0
