Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Mitsubishi,2016,Outlander,SUV,2016 Mitsubishi Outlander XLS (4X4),USED,Automatic,2.3,AWD,Diesel,5.8,98343,White / -,"Nailsworth, SA",4.0,SUV,4.0,7.0,27980.0
Jeep,2022,Grand,Adelaide City Jeep,2022 Jeep Grand Cherokee L Night Eagle 7 Seat (4X4),NEW,Automatic,3.6,4WD,Missing,10.6,0,Black / -,"Thebarton, SA",6.0,SUV,4.0,7.0,89990.0
Mitsubishi,2011,Pajero,SUV,2011 Mitsubishi Pajero RX (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,227714,White / -,"Nailsworth, SA",4.0,SUV,4.0,7.0,26980.0
Jeep,2022,Wrangler,Newspot Jeep,2022 Jeep Wrangler Unlimited Overland (4X4),DEMO,Automatic,3.6,4WD,Unleaded,9.7,1200,Yellow / -,"Salisbury Park, SA",6.0,SUV,4.0,5.0,79990.0
Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLX,USED,Manual,2.4,Rear,Diesel,7.0,139397,White / Black,"Prospect, SA",4.0,Ute / Tray,2.0,2.0,17880.0
Hyundai,2015,Santa,SUV,2015 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,2.2,AWD,Diesel,7.3,217309,Gold / -,"Nailsworth, SA",4.0,SUV,4.0,7.0,22980.0
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander ES Adas 5 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,97922,Silver / Grey,"Melrose Park, SA",4.0,SUV,4.0,5.0,26990.0
Honda,2020,CR-V,SUV,2020 Honda CR-V VTI-LX (awd),USED,Automatic,1.5,AWD,Unleaded,7.4,30167,Silver / -,"Valley View, SA",4.0,SUV,4.0,5.0,41900.0
Mercedes-Benz,2016,CLA200,Wagon,2016 Mercedes-Benz CLA200 S/Brake Orangeart ED,USED,Automatic,1.6,Front,Premium,5.7,80791,White / -,"Somerton Park, SA",4.0,Wagon,4.0,5.0,28888.0
Toyota,2007,RAV4,SUV,2007 Toyota RAV4 Cruiser (4X4),USED,Manual,2.4,4WD,Unleaded,9.1,202268,Gold / -,"Gepps Cross, SA",4.0,SUV,4.0,5.0,11490.0
Mitsubishi,2017,Pajero,SUV,2017 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,162486,- / -,"Wayville, SA",4.0,SUV,4.0,7.0,32990.0
Mazda,2013,CX-9,SUV,2013 Mazda CX-9 Grand Touring,USED,Automatic,3.7,4WD,Unleaded,11.3,139602,Silver / -,"Enfield, SA",6.0,SUV,4.0,7.0,23990.0
Ford,2017,Mustang,Coupe,2017 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,5.0,Rear,Premium,12.6,30808,Blue / Leather,"Christies Beach, SA",8.0,Coupe,2.0,4.0,53999.0
Mercedes-Benz,2010,E250,Coupe,2010 Mercedes-Benz E250 CDI Avantgarde,USED,Automatic,2.1,Rear,Diesel,6.3,191300,Brown / Chestnut,"Prospect, SA",4.0,Coupe,2.0,4.0,15998.0
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GXL AWD Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,18723,Silver / Embossed Pattern Black Fabric,"Christies Beach, SA",4.0,SUV,5.0,5.0,54850.0
Nissan,2009,Maxima,Sedan,2009 Nissan Maxima 350 TI,USED,Automatic,3.5,Front,Premium,10.2,199000,Black / -,"Windsor Gardens, SA",6.0,Sedan,4.0,5.0,8990.0
Holden,2017,Commodore,Sedan,2017 Holden Commodore SS-V Redline,USED,Automatic,6.2,Rear,Premium,11.8,68500,Black / Black,"Christies Beach, SA",8.0,Sedan,4.0,5.0,58450.0
Mazda,2017,CX-5,SUV,2017 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,2.2,AWD,Diesel,5.7,117284,White / -,"Enfield, SA",4.0,SUV,4.0,5.0,28990.0
Volkswagen,2016,Tiguan,SUV,2016 Volkswagen Tiguan 110 TSI Comfortline,USED,Automatic,1.4,Front,Premium,6.3,83891,Black / -,"Wayville, SA",4.0,SUV,4.0,5.0,22990.0
Ford,2012,Fiesta,Hatchback,2012 Ford Fiesta LX,USED,Automatic,1.6,Front,Unleaded,6.1,78130,Silver / -,"Blair Athol, SA",4.0,Hatchback,5.0,5.0,12990.0
Jeep,2023,Wrangler,Adelaide City Jeep,2023 Jeep Wrangler Unlimited Night Eagle (4X4),DEMO,Automatic,3.6,4WD,Unleaded,9.7,1562,Green / -,"Thebarton, SA",6.0,SUV,4.0,5.0,79990.0
Mazda,2019,CX-5,Wayne Phillis Ford,2019 Mazda CX-5 Akera SKYACTIV-Drive i-ACTIV AWD,USED,Automatic,2.5,Other,Diesel,8.6,72900,Blue / Black,"Christies Beach, SA",4.0,Wagon,4.0,5.0,38850.0
Toyota,2010,Crown,USED Dealer ad,2010 Toyota Crown Hybrid,USED,Automatic,2.5,Other,Premium,4.2,110338,White / Black,"Medindie Gardens, SA",4.0,Missing,4.0,5.0,22990.0
Toyota,2007,Aurion,Sedan,2007 Toyota Aurion Presara,USED,Automatic,3.5,Front,Unleaded,9.9,171464,Black / -,"Melrose Park, SA",6.0,Sedan,4.0,5.0,10500.0
Chrysler,2002,PT,Wagon,2002 Chrysler PT Cruiser Classic,USED,Manual,2.0,Front,Unleaded,8.5,173158,Turquoise / -,"West Lakes, SA",4.0,Wagon,5.0,5.0,7985.0
Holden,2017,Trailblazer,SUV,2017 Holden Trailblazer LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,8.6,76214,White / Black,"Totness, SA",4.0,SUV,4.0,7.0,37990.0
Mercedes-Benz,2006,ML350,SUV,2006 Mercedes-Benz ML350 (4X4),USED,Automatic,3.5,4WD,Premium,11.7,80230,Beige / -,"Torrensville, SA",6.0,SUV,4.0,5.0,13990.0
Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Overland (4X4),USED,Automatic,3.6,4WD,Premium,10.4,80768,White / Black,"Pooraka, SA",6.0,SUV,4.0,5.0,32990.0
Honda,2018,Civic,Sedan,2018 Honda Civic VTI-SL (luxe) Limited Edition,USED,Automatic,1.8,Front,Unleaded,6.4,61643,Grey / Leather,"Mile End, SA",4.0,Sedan,4.0,5.0,24888.0
Suzuki,2010,Kizashi,Sedan,2010 Suzuki Kizashi XL,USED,Manual,2.4,Front,Unleaded,7.9,121069,Grey / -,"Melrose Park, SA",4.0,Sedan,4.0,5.0,9999.0
Subaru,2021,Outback,SUV,2021 Subaru Outback AWD,USED,Automatic,2.5,AWD,Unleaded,7.3,19125,- / -,"Nailsworth, SA",4.0,SUV,4.0,5.0,42990.0
Toyota,2020,Camry,USED Dealer ad,2020 Toyota Camry Ascent Sport,USED,Automatic,2.5,Front,Premium,7.8,89026,White / -,"Cheltenham, SA",4.0,Missing,4.0,5.0,39990.0
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,2.5,Front,Unleaded,7.8,90758,White / -,"Christies Beach, SA",4.0,Sedan,4.0,5.0,27990.0
LDV,2017,T60,Ute / Tray,2017 LDV T60 Luxe (4X4),USED,Automatic,2.8,4WD,Diesel,9.6,79475,Blue / Black,"Mile End, SA",4.0,Ute / Tray,4.0,5.0,24956.0
Mitsubishi,2011,Triton,Ute / Tray,2011 Mitsubishi Triton GLX,USED,Automatic,2.5,Rear,Diesel,9.1,109883,White / Black,"Albert Park, SA",4.0,Ute / Tray,2.0,3.0,18990.0
Mitsubishi,2018,Pajero,SUV,2018 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,73350,Grey / Black,"Albert Park, SA",4.0,SUV,4.0,7.0,41490.0
Holden,2019,Trailblazer,SUV,2019 Holden Trailblazer LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,8.6,32318,White / Black,"Gawler South, SA",4.0,SUV,4.0,7.0,43990.0
Hyundai,2017,I30,Hatchback,2017 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,85572,White / -,"Morphett Vale, SA",4.0,Hatchback,4.0,5.0,19990.0
Mitsubishi,2005,Lancer,Sedan,2005 Mitsubishi Lancer ES,USED,Manual,2.0,Front,Unleaded,7.8,198278,White / -,"Torrensville, SA",4.0,Sedan,4.0,5.0,4990.0
Toyota,2014,Landcruiser,SUV,2014 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,8.5,293205,- / -,"Nailsworth, SA",4.0,SUV,4.0,7.0,34990.0
Holden,2016,Cruze,Hatchback,2016 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,124708,Blue / Grey,"Enfield, SA",4.0,Hatchback,5.0,5.0,12990.0
Suzuki,2022,Ignis,CMI Southside - Used,2022 Suzuki Ignis GL,DEMO,Automatic,1.2,Front,Premium,4.9,2025,Grey / Grey,"Christies Beach, SA",4.0,SUV,4.0,5.0,21980.0
Holden,2019,Colorado,Ute / Tray,2019 Holden Colorado LTZ (4X4) (5YR),USED,Automatic,2.8,4WD,Diesel,8.7,75770,Blue / -,"Gawler South, SA",4.0,Ute / Tray,4.0,5.0,43850.0
Mazda,2017,3,Hatchback,2017 Mazda 3 Maxx,USED,Automatic,2.0,Front,Unleaded,5.8,50888,- / -,"Adelaide, SA",4.0,Hatchback,5.0,5.0,26990.0
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST-L (2WD),USED,Automatic,2.5,Front,Unleaded,7.9,15398,White / Black,"Pooraka, SA",4.0,SUV,4.0,5.0,37990.0
Nissan,2019,Pathfinder,SUV,2019 Nissan Pathfinder ST-L (2WD),USED,Automatic,3.5,Front,Premium,9.9,69427,Silver / Black,"Morphett Vale, SA",6.0,SUV,4.0,7.0,36999.0
Kia,2010,Sorento,SUV,2010 Kia Sorento SI (4X2),USED,Automatic,2.3,Front,Unleaded,9.2,179000,Silver / Black  Cloth,"Saint Marys, SA",4.0,SUV,4.0,7.0,9990.0
Mitsubishi,2014,Triton,South Central Motors,2014 Mitsubishi Triton,USED,Automatic,2.5,Other,Diesel,8.9,223214,White / -,"Morphett Vale, SA",4.0,Ute / Tray,4.0,5.0,19990.0
Ssangyong,2023,Rexton,Wayne Phillis SsangYong,2023 Ssangyong Rexton Ultimate (awd),NEW,Automatic,2.2,AWD,Diesel,8.7,6,Grey / -,"Christies Beach, SA",4.0,SUV,4.0,7.0,56440.0
Mitsubishi,2020,ASX,SUV,2020 Mitsubishi ASX LS (2WD),USED,Automatic,2.0,Front,Unleaded,7.6,69719,Blue / Black,"Para Hills West, SA",4.0,SUV,4.0,5.0,27888.0
Mazda,2014,CX-9,SUV,2014 Mazda CX-9 Classic (fwd),USED,Automatic,3.7,Front,Unleaded,11.0,164000,Grey / -,"Somerton Park, SA",6.0,SUV,4.0,7.0,19990.0
Ford,2022,Escape,SUV,2022 Ford Escape ST-Line (fwd),USED,Automatic,2.0,Front,Premium,8.6,3476,Silver / -,"Hyde Park, SA",4.0,SUV,4.0,5.0,36979.0
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,3.3,Front,Unleaded,10.8,75614,White / -,"Reynella, SA",6.0,Wagon,4.0,8.0,37990.0
Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.9,15918,White / 2021/07,"Plympton, SA",4.0,Ute / Tray,2.0,2.0,33990.0
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,23435,Blue / -,"Morphett Vale, SA",4.0,SUV,5.0,5.0,55990.0
Suzuki,2020,Swift,Hatchback,2020 Suzuki Swift GLX Turbo,USED,Automatic,1.0,Front,Unleaded,5.1,37282,Blue / -,"Elizabeth, SA",3.0,Hatchback,5.0,5.0,23873.0
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,44113,Silver / -,"Christies Beach, SA",4.0,Hatchback,5.0,5.0,33990.0
Toyota,2022,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,22506,Silver / -,"Adelaide, SA",4.0,Hatchback,5.0,5.0,35990.0
Mercedes-Benz,2021,GLC63,SUV,2021 Mercedes-Benz GLC63 S 4Matic+,USED,Automatic,4.0,AWD,Premium,12.2,31792,White / -,"Somerton Park, SA",8.0,SUV,4.0,5.0,156990.0
Ram,2022,1500,NEW In stock,2022 Ram 1500 Express SWB,NEW,Automatic,2.0,Other,Unleaded,8.9,65,Grey / Grey,"Adelaide, SA",6.0,Ute / Tray,4.0,6.0,106990.0
Toyota,2012,Yaris,Hatchback,2012 Toyota Yaris YR,USED,Manual,1.3,Front,Unleaded,5.7,171457,Silver / -,"Torrensville, SA",4.0,Hatchback,5.0,5.0,7880.0
Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,8.9,86291,White / Black,"Emerald, QLD",4.0,Ute / Tray,2.0,2.0,44990.0
Mitsubishi,2011,Lancer,Sedan,2011 Mitsubishi Lancer SX,USED,Automatic,2.0,Front,Unleaded,8.2,208133,Blue / Grey,"Park Holme, SA",4.0,Sedan,4.0,5.0,9990.0
Hyundai,2019,Santa,SUV,2019 Hyundai Santa FE Active Crdi (awd),USED,Automatic,2.2,AWD,Diesel,7.5,180618,White / -,"Enfield, SA",4.0,SUV,4.0,7.0,27990.0
Suzuki,2022,S-Cross,SUV,2022 Suzuki S-Cross Allgrip,USED,Automatic,1.4,AWD,Premium,6.2,31,White / -,"Christies Beach, SA",4.0,SUV,4.0,5.0,37990.0
BMW,2016,3,USED Dealer ad,2016 BMW 3 Series 25i,USED,Automatic,2.0,Rear,Premium,8.9,77171,Grey / Dakota Leather,"Medindie, SA",6.0,Missing,4.0,6.0,42888.0
MG,2023,ZST,Newspot MG Adelaide,2023 MG ZST Excite,NEW,Automatic,1.3,Front,Missing,7.3,5,Silver / Black,"Adelaide, SA",3.0,SUV,5.0,5.0,32990.0
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,97539,White / -,"Adelaide, SA",4.0,Ute / Tray,4.0,5.0,45990.0
Chery,2011,J11,SUV,2011 Chery J11 (FWD),USED,Manual,2.0,Front,Unleaded,8.9,157000,Silver / -,"Klemzig, SA",4.0,SUV,4.0,5.0,7999.0
Mazda,2022,CX-9,Edwardstown Mazda - New,2022 Mazda CX-9 GT SP (fwd),DEMO,Automatic,2.5,Front,Unleaded,8.4,2001,White / Burgundy Leather,"Edwardstown, SA",4.0,SUV,4.0,7.0,65999.0
Kia,2012,Cerato,Coupe,2012 Kia Cerato Koup SLS,USED,Manual,2.0,Front,Unleaded,7.5,185664,Black / -,"Blair Athol, SA",4.0,Coupe,2.0,5.0,10999.0
Nissan,2012,X-Trail,SUV,2012 Nissan X-Trail ST-L (4X4),USED,Automatic,2.5,4WD,Unleaded,9.1,191239,Black / Black,"Beverley, SA",4.0,SUV,4.0,5.0,13990.0
Ssangyong,2022,Musso,Wayne Phillis SsangYong,2022 Ssangyong Musso ELX,NEW,Automatic,2.2,4WD,Diesel,8.6,10,Black / Black,"Christies Beach, SA",4.0,Ute / Tray,4.0,5.0,38880.0
Renault,2014,Trafic,Commercial,2014 Renault Trafic 2.0 DCI SWB,USED,Manual,2.0,Front,Diesel,8.3,164125,White / -,"Windsor Gardens, SA",4.0,Commercial,2.0,3.0,18999.0
Toyota,2006,Tarago,Wagon,2006 Toyota Tarago GLI,USED,Automatic,2.4,Front,Unleaded,9.5,226735,Silver / -,"Gilles Plains, SA",4.0,Wagon,4.0,8.0,13988.0
Kia,2010,Sportage,SUV,2010 Kia Sportage SI (fwd),USED,Automatic,2.0,Front,Unleaded,8.8,233494,Brown / Black,"Lonsdale, SA",4.0,SUV,4.0,5.0,10999.0
Toyota,2011,Hilux,Ute / Tray,2011 Toyota Hilux SR (4X4),USED,Automatic,3.0,4WD,Diesel,9.3,209846,White / Cloth,"Mile End, SA",4.0,Ute / Tray,2.0,3.0,20222.0
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.9,86524,White / -,"Hawthorn, SA",4.0,Ute / Tray,2.0,2.0,27650.0
Hyundai,2004,Tucson,SUV,2004 Hyundai Tucson Elite,USED,Automatic,2.7,AWD,Unleaded,11.0,203813,Blue / Grey,"Darlington, SA",6.0,SUV,4.0,5.0,6990.0
Holden,2015,Colorado,Ute / Tray,2015 Holden Colorado LS (4X2),USED,Manual,2.8,Rear,Diesel,7.6,135022,White / -,"Blair Athol, SA",4.0,Ute / Tray,4.0,5.0,23990.0
Toyota,2008,Aurion,Sedan,2008 Toyota Aurion AT-X,USED,Automatic,3.5,Front,Unleaded,9.9,273046,Silver / Black,"Darlington, SA",6.0,Sedan,4.0,5.0,5990.0
Subaru,2014,XV,SUV,2014 Subaru XV 2.0I,USED,Manual,2.0,AWD,Unleaded,7.3,130125,Black / -,"Windsor Gardens, SA",4.0,SUV,4.0,5.0,14999.0
Subaru,2014,Forester,SUV,2014 Subaru Forester 2.5I,USED,Automatic,2.5,AWD,Unleaded,8.1,58123,Green / Grey,"Morphett Vale, SA",4.0,SUV,4.0,5.0,20990.0
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,2.5,Front,Unleaded,7.8,125284,White / -,"Adelaide, SA",4.0,Sedan,4.0,5.0,24990.0
Hyundai,2013,Veloster,Hatchback,2013 Hyundai Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,188647,Green / Black,"Enfield, SA",4.0,Hatchback,3.0,4.0,10999.0
GWM,2022,Haval,Adelaide City GWM Haval,2022 GWM Haval H6 Ultra AWD,NEW,Automatic,2.0,AWD,Premium,9.8,0,White / -,"Thebarton, SA",4.0,SUV,4.0,5.0,40990.0
Audi,2010,A5,Coupe,2010 Audi A5 2.0 Tfsi Quattro,USED,Manual,2.0,AWD,Premium,7.3,88821,Black / -,"Gilles Plains, SA",4.0,Coupe,2.0,4.0,18988.0
Toyota,2006,Corolla,Wagon,2006 Toyota Corolla Ascent,USED,Manual,1.8,Front,Unleaded,8.0,247025,White / Grey,"Glenelg, SA",4.0,Wagon,4.0,5.0,5990.0
Mazda,2019,CX-5,SUV,2019 Mazda CX-5 Maxx (4X2),USED,Automatic,2.0,Front,Unleaded,6.9,72713,Black / Cloth,"Mile End, SA",4.0,SUV,4.0,5.0,28989.0
Mitsubishi,2017,Lancer,Sedan,2017 Mitsubishi Lancer ES Sport,USED,Automatic,2.0,Front,Unleaded,7.4,37012,Blue / -,"Ingle Farm, SA",4.0,Sedan,4.0,5.0,22990.0
Subaru,2014,WRX,Sedan,2014 Subaru WRX (AWD),USED,Automatic,2.0,AWD,Premium,8.6,142950,Silver / Black Leather,"West Croydon, SA",4.0,Sedan,4.0,5.0,24990.0
MG,2022,MG3,Newspot MG Salisbury Park,2022 MG MG3 Auto Core,DEMO,Automatic,1.5,Front,Premium,6.7,11,Silver / Black & Grey Cloth,"Salisbury Park, SA",4.0,Hatchback,5.0,5.0,18786.0
Mitsubishi,2003,Pajero,SUV,2003 Mitsubishi Pajero GLX LWB (4X4),USED,Manual,3.2,4WD,Diesel,0.0,401826,White / -,"Woodville, SA",4.0,SUV,4.0,7.0,8999.0
Mercedes-Benz,2009,CLK280,Convertible,2009 Mercedes-Benz CLK280 Elegance,USED,Automatic,3.0,Rear,Premium,9.6,134200,Silver / Black Leather,"Prospect, SA",6.0,Convertible,2.0,4.0,18999.0
Nissan,2019,Navara,Ute / Tray,2019 Nissan Navara ST-X (4X4) (leather Trim),USED,Automatic,2.3,4WD,Diesel,7.0,126762,White / Black,"Mile End, SA",4.0,Ute / Tray,4.0,5.0,38999.0
Nissan,2012,Patrol,SUV,2012 Nissan Patrol ST (4X4),USED,Manual,3.0,4WD,Diesel,10.9,238466,White / Grey,"Beverley, SA",4.0,SUV,4.0,7.0,29990.0
Toyota,2008,Landcruiser,SUV,2008 Toyota Landcruiser Prado GXL (4X4),USED,Manual,3.0,4WD,Diesel,9.2,512870,White / -,"Klemzig, SA",4.0,SUV,4.0,8.0,11998.0
MG,2022,HS,Newspot MG Adelaide,2022 MG HS Phev Essence,NEW,Automatic,1.5,Front,Hybrid,1.7,23,Red / Knight Black,"Adelaide, SA",4.0,SUV,4.0,5.0,53690.0
Hyundai,2016,I30,Hatchback,2016 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,7.3,48225,Red / Cloth,"Ingle Farm, SA",4.0,Hatchback,5.0,5.0,18895.0
Renault,2013,Koleos,SUV,2013 Renault Koleos Privilege (4X4),USED,Automatic,2.0,AWD,Diesel,7.6,106312,Grey / -,"Somerton Park, SA",4.0,SUV,4.0,5.0,13990.0
Jaguar,2004,X,Sedan,2004 Jaguar X Type 2.1 SE,USED,Automatic,2.1,Front,Premium,10.0,141965,Silver / -,"Somerton Park, SA",6.0,Sedan,4.0,5.0,10888.0
BMW,2021,M3,Sedan,2021 BMW M3 Competition M Xdrive,USED,Automatic,3.0,AWD,Premium,0.0,14425,- / -,"Medindie, SA",6.0,Sedan,4.0,5.0,168888.0
Holden,2012,Barina,Hatchback,2012 Holden Barina,USED,Manual,1.6,Front,Unleaded,6.8,93635,Blue / -,"Somerton Park, SA",4.0,Hatchback,5.0,5.0,9990.0
Mitsubishi,2006,Triton,Ute / Tray,2006 Mitsubishi Triton GLX-R (4X4),USED,Manual,3.2,4WD,Diesel,9.1,281100,Silver / -,"Klemzig, SA",4.0,Ute / Tray,4.0,5.0,14990.0
Mitsubishi,2016,Pajero,SUV,2016 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,59012,White / Black,"Somerton Park, SA",4.0,SUV,4.0,7.0,38990.0
Holden,2007,Barina,Hatchback,2007 Holden Barina,USED,Automatic,1.6,Front,Unleaded,7.8,177223,- / -,"Blair Athol, SA",4.0,Hatchback,3.0,5.0,4999.0
BMW,2022,X5,Adelaide BMW,2022 BMW X5 M Competition,DEMO,Automatic,4.4,AWD,Premium,12.5,2840,White / -,"Adelaide, SA",8.0,SUV,4.0,5.0,219888.0
Hyundai,2020,Santa,SUV,2020 Hyundai Santa FE Active MPI (2WD),USED,Automatic,3.5,Front,Unleaded,10.6,33013,Blue / Black,"Port Augusta, SA",6.0,SUV,4.0,7.0,35880.0
Holden,2005,Barina,Hatchback,2005 Holden Barina CD,USED,Manual,1.4,Front,Unleaded,5.9,154185,- / -,"Blair Athol, SA",4.0,Hatchback,5.0,5.0,2999.0
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Active R-Series (awd),USED,Automatic,2.0,AWD,Diesel,6.8,63057,White / Black,"Mackay, QLD",4.0,SUV,4.0,5.0,26990.0
Mazda,2017,2,Hatchback,2017 Mazda 2 NEO,USED,Manual,1.5,Front,Unleaded,5.4,102302,Red / Black,"Mackay, QLD",4.0,Hatchback,5.0,5.0,14990.0
Suzuki,2023,Swift,Newspot Suzuki Salisbury Park,2023 Suzuki Swift Sport Turbo,NEW,Manual,1.4,Front,Unleaded,6.1,4,Blue / -,"Salisbury Park, SA",4.0,Hatchback,5.0,5.0,33585.0
Nissan,2020,Qashqai,SUV,2020 Nissan Qashqai ST-L,USED,Automatic,2.0,Front,Unleaded,6.9,30354,Blue / -,"Mackay, QLD",4.0,SUV,4.0,5.0,31990.0
BMW,2014,316I,Sedan,2014 BMW 316I,USED,Automatic,1.6,Rear,Premium,5.4,113998,Blue / Black Leather,"Prospect, SA",4.0,Sedan,4.0,5.0,17999.0
Honda,2017,HR-V,SUV,2017 Honda HR-V VTI-L,USED,Automatic,1.8,Front,Unleaded,6.9,53340,Grey / Black,"Mackay, QLD",4.0,SUV,4.0,5.0,27890.0
Kia,2020,Sorento,SUV,2020 Kia Sorento Sport 7 Seat,USED,Automatic,3.5,Front,Unleaded,9.7,39334,Blue / -,"Mackay, QLD",6.0,SUV,4.0,7.0,42990.0
Lexus,2018,RX350,SUV,2018 Lexus RX350 Luxury,USED,Automatic,3.5,AWD,Premium,9.6,82948,White / Beige,"Mackay, QLD",6.0,SUV,4.0,5.0,55990.0
Hyundai,2020,I30,Hatchback,2020 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,34421,Grey / -,"Mackay, QLD",4.0,Hatchback,4.0,5.0,26990.0
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger Wildtrak X 2.0 (4X4),USED,Automatic,2.0,4WD,Diesel,7.4,23358,Black / -,"West Gladstone, QLD",4.0,Ute / Tray,4.0,5.0,65990.0
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.7,105765,White / -,"Mackay, QLD",5.0,Ute / Tray,4.0,5.0,44990.0
Toyota,2017,Landcruiser,SUV,2017 Toyota Landcruiser VX (4X4),USED,Automatic,4.5,4WD,Diesel,9.5,154870,White / -,"Mackay, QLD",8.0,SUV,4.0,7.0,93990.0
Toyota,2012,HiAce,Affordable Motors,2012 Toyota HiAce (No Badge),USED,Manual,2.5,Rear,Diesel,10.2,67562,White / Grey,"Enfield, SA",4.0,Commercial,4.0,6.0,32850.0
Mitsubishi,2023,Outlander,Pickering Auto Group Mitsubishi New Car,2023 Mitsubishi Outlander LS 7 Seat (2WD),DEMO,Automatic,2.5,Front,Unleaded,7.7,14,White / -,"Townsville, QLD",4.0,SUV,4.0,7.0,46250.0
Mercedes-Benz,2009,C200,Sedan,2009 Mercedes-Benz C200 Kompressor Classic,USED,Automatic,1.8,Rear,Premium,8.2,107823,Black / Black,"Totness, SA",4.0,Sedan,4.0,5.0,15990.0
Ford,2001,Escape,SUV,2001 Ford Escape XLT,USED,Automatic,3.0,4WD,Unleaded,13.0,330278,- / -,"Blair Athol, SA",6.0,SUV,4.0,5.0,3999.0
Subaru,2017,Impreza,Hatchback,2017 Subaru Impreza 2.0S (awd),USED,Automatic,2.0,AWD,Unleaded,7.2,90560,Silver / -,"West End, QLD",4.0,Hatchback,5.0,5.0,23990.0
Ford,2008,Falcon,Sedan,2008 Ford Falcon G6E Turbo,USED,Automatic,4.0,Rear,Unleaded,11.7,137752,Blue / Black,"Totness, SA",6.0,Sedan,4.0,5.0,26490.0
Nissan,2015,Navara,Ute / Tray,2015 Nissan Navara ST-X (4X4),USED,Manual,2.3,4WD,Diesel,6.5,166395,Black / -,"Garbutt, QLD",4.0,Ute / Tray,4.0,5.0,41999.0
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,2.5,AWD,Unleaded,7.4,212380,White / -,"Enfield, SA",4.0,SUV,4.0,5.0,21990.0
Nissan,2022,Patrol,SUV,2022 Nissan Patrol TI-L (4X4),USED,Automatic,5.6,4WD,Premium,14.4,34393,Grey / Black,"Garbutt, QLD",8.0,SUV,4.0,7.0,97995.0
Mazda,2018,BT-50,Ute / Tray,2018 Mazda BT-50 GT (4X4),USED,Manual,3.2,4WD,Diesel,9.7,86659,White / Black,"Garbutt, QLD",5.0,Ute / Tray,4.0,5.0,45995.0
Holden,2006,Calais,Sedan,2006 Holden Calais,USED,Automatic,6.0,Rear,Premium,14.0,181600,White / -,"Pooraka, SA",8.0,Sedan,4.0,5.0,14499.0
